Date,Time,engagement rate (%)
4052021,1649,5.9
4052021,1650,5.8
4052021,1651,5.7
4052021,1652,5.6
4052021,1653,5.5
4052021,1654,5.4
4052021,1655,5.3
4052021,1656,5.2
4052021,1657,5.1
4052021,1658,5
4052021,1659,4.9
4052021,1700,4.8
4052021,1701,4.7
4052021,1702,4.6
4052021,1703,4.5
4052021,1704,4.4
4052021,1705,4.3
4052021,1706,4.2
4052021,1707,4.1
4052021,1708,4
4052021,1709,3.9
4052021,1710,3.8
4052021,1711,3.7
4052021,1712,3.6
4052021,1713,3.5
4052021,1714,3.4
4052021,1715,3.3
4052021,1716,3.2
4052021,1717,3.1
4052021,1718,3
4052021,1719,2.9
4052021,1720,2.8
4052021,1721,2.7
4052021,1722,2.6
4052021,1723,2.5
4052021,1724,2.4
4052021,1725,2.3
4052021,1726,2.2
4052021,1727,2.1
4052021,1728,2
4052021,1729,1.9
4052021,1730,1.8
4052021,1731,1.7
4052021,1732,1.6
4052021,1733,1.7
4052021,1734,1.8
4052021,1735,1.9
4052021,1736,2
4052021,1737,2.1
4052021,1738,2.2
4052021,1739,2.3
4052021,1740,2.4
4052021,1741,2.5
4052021,1742,2.6
4052021,1743,2.7
4052021,1744,2.8
4052021,1745,2.9
4052021,1746,3
4052021,1747,3.1
4052021,1748,3.2
4052021,1749,3.3
4052021,1750,3.4
4052021,1751,3.5
4052021,1752,3.6
4052021,1753,3.7
4052021,1754,3.8
4052021,1755,3.9
4052021,1756,4
4052021,1757,4.1
4052021,1758,4.2
4052021,1759,4.3
4052021,1800,4.4
4052021,1801,4.5
4052021,1802,4.6
4052021,1803,4.7
4052021,1804,4.8
4052021,1805,4.9
4052021,1806,5
4052021,1807,5.1
4052021,1808,5.2
4052021,1809,5.3
4052021,1810,5.4
4052021,1811,5.5
4052021,1812,5.6
4052021,1813,5.7
4052021,1814,5.8
4052021,1815,5.9
4052021,1816,6
4052021,1817,6.1
4052021,1818,6.2
4052021,1819,6.3
4052021,1820,6.4
4052021,1821,6.5
4052021,1822,6.6
4052021,1823,6.7
4052021,1824,6.8
4052021,1825,6.7
4052021,1826,6.6
4052021,1827,6.5
4052021,1828,6.4
4052021,1829,6.3
4052021,1830,6.2
4052021,1831,6.1
4052021,1832,6
4052021,1833,5.9
4052021,1834,5.8
4052021,1835,5.7
4052021,1836,5.6
4052021,1837,5.5
4052021,1838,5.4
4052021,1839,5.3
4052021,1840,5.2
4052021,1841,5.1
4052021,1842,5
4052021,1843,4.9
4052021,1844,4.8
4052021,1845,4.7
4052021,1846,4.6
4052021,1847,4.5
4052021,1848,4.4
4052021,1849,4.3
4052021,1850,4.2
4052021,1851,4.1
4052021,1852,4
4052021,1853,3.9
4052021,1854,3.8
4052021,1855,3.7
4052021,1856,3.6
4052021,1857,3.5
4052021,1858,3.4
4052021,1859,3.3
4052021,1900,3.2
4052021,1901,3.1
4052021,1902,3
4052021,1903,2.9
4052021,1904,2.8
4052021,1905,2.7
4052021,1906,2.6
4052021,1907,2.5
4052021,1908,2.4
4052021,1909,2.3
4052021,1910,2.2
4052021,1911,2.1
4052021,1912,2
4052021,1913,1.9
4052021,1914,1.8
4052021,1915,1.7
4052021,1916,1.6
4052021,1917,1.5
4052021,1918,1.4
4052021,1919,1.3
4052021,1920,1.2
4052021,1921,1.1
4052021,1922,1
4052021,1923,1.1
4052021,1924,1.2
4052021,1925,1.3
4052021,1926,1.4
4052021,1927,1.5
4052021,1928,1.6
4052021,1929,1.7
4052021,1930,1.8
4052021,1931,1.9
4052021,1932,2
4052021,1933,2.1
4052021,1934,2.2
4052021,1935,2.3
4052021,1936,2.4
4052021,1937,2.5
4052021,1938,2.6
4052021,1939,2.7
4052021,1940,2.8
4052021,1941,2.9
4052021,1942,3
4052021,1943,3.1
4052021,1944,3.2
4052021,1945,3.3
4052021,1946,3.4
4052021,1947,3.5
4052021,1948,3.6
4052021,1949,3.7
4052021,1950,3.8
4052021,1951,3.9
4052021,1952,4
4052021,1953,4.1
4052021,1954,4.2
4052021,1955,4.3
4052021,1956,4.4
4052021,1957,4.5
4052021,1958,4.6
4052021,1959,4.7
4052021,2000,4.8
4052021,2001,4.9
4052021,2002,5
4052021,2003,5.1
4052021,2004,5.2
4052021,2005,5.3
4052021,2006,5.4
4052021,2007,5.5
4052021,2008,5.6
4052021,2009,5.7
4052021,2010,5.8
4052021,2011,5.9
4052021,2012,6
4052021,2013,6.1
4052021,2014,6.2
4052021,2015,6.3
4052021,2016,6.4
4052021,2017,6.5
4052021,2018,6.6
4052021,2019,6.5
4052021,2020,6.4
4052021,2021,6.3
4052021,2022,6.2
4052021,2023,6.1
4052021,2024,6
4052021,2025,5.9
4052021,2026,5.8
4052021,2027,5.7
4052021,2028,5.6
4052021,2029,5.5
4052021,2030,5.4
4052021,2031,5.3
4052021,2032,5.2
4052021,2033,5.1
4052021,2034,5
4052021,2035,4.9
4052021,2036,4.8
4052021,2037,4.7
4052021,2038,4.6
4052021,2039,4.5
4052021,2040,4.4
4052021,2041,4.3
4052021,2042,4.2
4052021,2043,4.1
4052021,2044,4
4052021,2045,3.9
4052021,2046,3.8
4052021,2047,3.7
4052021,2048,3.6
4052021,2049,3.5
4052021,2050,3.4
4052021,2051,3.3
4052021,2052,3.2
4052021,2053,3.1
4052021,2054,3
4052021,2055,2.9
4052021,2056,2.8
4052021,2057,2.7
4052021,2058,2.6
4052021,2059,2.5
4052021,2100,2.4
4052021,2101,2.3
4052021,2102,2.2
4052021,2103,2.1
4052021,2104,2
4052021,2105,1.9
4052021,2106,2
4052021,2107,2.1
4052021,2108,2.2
4052021,2109,2.3
4052021,2110,2.4
4052021,2111,2.5
4052021,2112,2.6
4052021,2113,2.7
4052021,2114,2.8
4052021,2115,2.7
4052021,2116,2.6
4052021,2117,2.5
4052021,2118,2.4
4052021,2119,2.3
4052021,2120,2.2
4052021,2121,2.1
4052021,2122,2
4052021,2123,1.9
4052021,2124,1.8
4052021,2125,1.7
4052021,2126,1.6
4052021,2127,1.7
4052021,2128,1.8
4052021,2129,1.9
4052021,2130,2
4052021,2131,2.1
4052021,2132,2.2
4052021,2133,2.3
4052021,2134,2.4
4052021,2135,2.5
4052021,2136,2.6
4052021,2137,2.7
4052021,2138,2.8
4052021,2139,2.9
4052021,2140,3
4052021,2141,3.1
4052021,2142,3.2
4052021,2143,3.3
4052021,2144,3.4
4052021,2145,3.5
4052021,2146,3.6
4052021,2147,3.7
4052021,2148,3.8
4052021,2149,3.9
4052021,2150,4
4052021,2151,4.1
4052021,2152,4.2
4052021,2153,4.3
4052021,2154,4.2
4052021,2155,4.1
4052021,2156,4
4052021,2157,3.9
4052021,2158,3.8
4052021,2159,3.7
4052021,2200,3.6
4052021,2201,3.5
4052021,2202,3.4
4052021,2203,3.3
4052021,2204,3.2
4052021,2205,3.1
4052021,2206,3
4052021,2207,2.9
4052021,2208,2.8
4052021,2209,2.7
4052021,2210,2.6
4052021,2211,2.7
4052021,2212,2.8
4052021,2213,2.9
4052021,2214,3
4052021,2215,3.1
4052021,2216,3.2
4052021,2217,3.3
4052021,2218,3.4
4052021,2219,3.5
4052021,2220,3.6
4052021,2221,3.7
4052021,2222,3.8
4052021,2223,3.9
4052021,2224,4
4052021,2225,4.1
4052021,2226,4.2
4052021,2227,4.3
4052021,2228,4.4
4052021,2229,4.3
4052021,2230,4.2
4052021,2231,4.1
4052021,2232,4
4052021,2233,3.9
4052021,2234,3.8
4052021,2235,3.7
4052021,2236,3.6
4052021,2237,3.5
4052021,2238,3.4
4052021,2239,3.3
4052021,2240,3.2
4052021,2241,3.1
4052021,2242,3
4052021,2243,2.9
4052021,2244,2.8
4052021,2245,2.7
4052021,2246,2.6
4052021,2247,2.5
4052021,2248,2.4
4052021,2249,2.3
4052021,2250,2.2
4052021,2251,2.1
4052021,2252,2
4052021,2253,1.9
4052021,2254,1.8
4052021,2255,1.9
4052021,2256,2
4052021,2257,2.1
4052021,2258,2.2
4052021,2259,2.3
4052021,2300,2.4
4052021,2301,2.5
4052021,2302,2.6
4052021,2303,2.7
4052021,2304,2.8
4052021,2305,2.9
4052021,2306,3
4052021,2307,3.1
4052021,2308,3
4052021,2309,2.9
4052021,2310,2.8
4052021,2311,2.7
4052021,2312,2.6
4052021,2313,2.5
4052021,2314,2.4
4052021,2315,2.3
4052021,2316,2.2
4052021,2317,2.1
4052021,2318,2
4052021,2319,1.9
4052021,2320,1.8
4052021,2321,1.7
4052021,2322,1.6
4052021,2323,1.5
4052021,2324,1.4
4052021,2325,1.3
4052021,2326,1.2
4052021,2327,1.1
4052021,2328,1
4052021,2329,0.9
4052021,2330,0.8
4052021,2331,0.9
4052021,2332,1
4052021,2333,1.1
4052021,2334,1.2
4052021,2335,1.3
4052021,2336,1.4
4052021,2337,1.5
4052021,2338,1.6
4052021,2339,1.7
4052021,2340,1.8
4052021,2341,1.9
4052021,2342,2
4052021,2343,2.1
4052021,2344,2.2
4052021,2345,2.3
4052021,2346,2.4
4052021,2347,2.5
4052021,2348,2.6
4052021,2349,2.7
4052021,2350,2.8
4052021,2351,2.7
4052021,2352,2.6
4052021,2353,2.5
4052021,2354,2.4
4052021,2355,2.3
4052021,2356,2.2
4052021,2357,2.1
4052021,2358,2
4052021,2359,1.9
5052021,00:00,2
5052021,00:01,2.1
5052021,00:02,2.2
5052021,00:03,2.3
5052021,00:04,2.4
5052021,00:05,2.5
5052021,00:06,2.6
5052021,00:07,2.7
5052021,00:08,2.8
5052021,00:09,2.9
5052021,00:10,3
5052021,00:11,3.1
5052021,00:12,3.2
5052021,00:13,3.3
5052021,00:14,3.4
5052021,00:15,3.5
5052021,00:16,3.6
5052021,00:17,3.7
5052021,00:18,3.8
5052021,00:19,3.9
5052021,00:20,4
5052021,00:21,4.1
5052021,00:22,4.2
5052021,00:23,4.3
5052021,00:24,4.4
5052021,00:25,4.5
5052021,00:26,4.6
5052021,00:27,4.7
5052021,00:28,4.8
5052021,00:29,4.9
5052021,00:30,5
5052021,00:31,5.1
5052021,00:32,5.2
5052021,00:33,5.3
5052021,00:34,5.4
5052021,00:35,5.3
5052021,00:36,5.2
5052021,00:37,5.1
5052021,00:38,5
5052021,00:39,4.9
5052021,00:40,4.8
5052021,00:41,4.7
5052021,00:42,4.6
5052021,00:43,4.5
5052021,00:44,4.4
5052021,00:45,4.3
5052021,00:46,4.2
5052021,00:47,4.1
5052021,00:48,4
5052021,00:49,3.9
5052021,00:50,3.8
5052021,00:51,3.7
5052021,00:52,3.6
5052021,00:53,3.5
5052021,00:54,3.4
5052021,00:55,3.3
5052021,00:56,3.2
5052021,00:57,3.1
5052021,00:58,3
5052021,00:59,2.9
5052021,01:00,2.8
5052021,01:01,2.7
5052021,01:02,2.6
5052021,01:03,2.5
5052021,01:04,2.4
5052021,01:05,2.3
5052021,01:06,2.2
5052021,01:07,2.1
5052021,01:08,2
5052021,01:09,1.9
5052021,01:10,1.8
5052021,01:11,1.7
5052021,01:12,1.6
5052021,01:13,1.7
5052021,01:14,1.8
5052021,01:15,1.9
5052021,01:16,2
5052021,01:17,2.1
5052021,01:18,2.2
5052021,01:19,2.3
5052021,01:20,2.4
5052021,01:21,2.5
5052021,01:22,2.6
5052021,01:23,2.7
5052021,01:24,2.8
5052021,01:25,2.9
5052021,01:26,3
5052021,01:27,3.1
5052021,01:28,3.2
5052021,01:29,3.3
5052021,01:30,3.4
5052021,01:31,3.5
5052021,01:32,3.6
5052021,01:33,3.7
5052021,01:34,3.8
5052021,01:35,3.9
5052021,01:36,4
5052021,01:37,4.1
5052021,01:38,4.2
5052021,01:39,4.3
5052021,01:40,4.4
5052021,01:41,4.5
5052021,01:42,4.6
5052021,01:43,4.7
5052021,01:44,4.8
5052021,01:45,4.9
5052021,01:46,5
5052021,01:47,5.1
5052021,01:48,5.2
5052021,01:49,5.3
5052021,01:50,5.4
5052021,01:51,5.5
5052021,01:52,5.6
5052021,01:53,5.7
5052021,01:54,5.8
5052021,01:55,5.9
5052021,01:56,6
5052021,01:57,6.1
5052021,01:58,6.2
5052021,01:59,6.3
5052021,02:00,6.4
5052021,02:01,6.3
5052021,02:02,6.2
5052021,02:03,6.1
5052021,02:04,6
5052021,02:05,5.9
5052021,02:06,5.8
5052021,02:07,5.7
5052021,02:08,5.6
5052021,02:09,5.5
5052021,02:10,5.4
5052021,02:11,5.3
5052021,02:12,5.2
5052021,02:13,5.1
5052021,02:14,5
5052021,02:15,4.9
5052021,02:16,4.8
5052021,02:17,4.7
5052021,02:18,4.6
5052021,02:19,4.5
5052021,02:20,4.4
5052021,02:21,4.3
5052021,02:22,4.2
5052021,02:23,4.1
5052021,02:24,4
5052021,02:25,3.9
5052021,02:26,3.8
5052021,02:27,3.7
5052021,02:28,3.6
5052021,02:29,3.5
5052021,02:30,3.4
5052021,02:31,3.3
5052021,02:32,3.2
5052021,02:33,3.1
5052021,02:34,3
5052021,02:35,2.9
5052021,02:36,2.8
5052021,02:37,2.7
5052021,02:38,2.6
5052021,02:39,2.5
5052021,02:40,2.4
5052021,02:41,2.3
5052021,02:42,2.2
5052021,02:43,2.1
5052021,02:44,2
5052021,02:45,1.9
5052021,02:46,1.8
5052021,02:47,1.7
5052021,02:48,1.6
5052021,02:49,1.7
5052021,02:50,1.8
5052021,02:51,1.9
5052021,02:52,2
5052021,02:53,2.1
5052021,02:54,2.2
5052021,02:55,2.3
5052021,02:56,2.4
5052021,02:57,2.5
5052021,02:58,2.6
5052021,02:59,2.7
5052021,03:00,2.8
5052021,03:01,2.9
5052021,03:02,3
5052021,03:03,3.1
5052021,03:04,3.2
5052021,03:05,3.3
5052021,03:06,3.4
5052021,03:07,3.5
5052021,03:08,3.6
5052021,03:09,3.7
5052021,03:10,3.8
5052021,03:11,3.9
5052021,03:12,4
5052021,03:13,4.1
5052021,03:14,4.2
5052021,03:15,4.3
5052021,03:16,4.4
5052021,03:17,4.5
5052021,03:18,4.6
5052021,03:19,4.7
5052021,03:20,4.8
5052021,03:21,4.9
5052021,03:22,5
5052021,03:23,5.1
5052021,03:24,5.2
5052021,03:25,5.3
5052021,03:26,5.4
5052021,03:27,5.5
5052021,03:28,5.6
5052021,03:29,5.7
5052021,03:30,5.8
5052021,03:31,5.9
5052021,03:32,6
5052021,03:33,6.1
5052021,03:34,6.2
5052021,03:35,6.3
5052021,03:36,6.4
5052021,03:37,6.5
5052021,03:38,6.6
5052021,03:39,6.7
5052021,03:40,6.8
5052021,03:41,6.9
5052021,03:42,7
5052021,03:43,7.1
5052021,03:44,7.2
5052021,03:45,7.3
5052021,03:46,7.4
5052021,03:47,7.5
5052021,03:48,7.4
5052021,03:49,7.3
5052021,03:50,7.2
5052021,03:51,7.1
5052021,03:52,7
5052021,03:53,6.9
5052021,03:54,6.8
5052021,03:55,6.7
5052021,03:56,6.6
5052021,03:57,6.5
5052021,03:58,6.4
5052021,03:59,6.3
5052021,04:00,6.2
5052021,04:01,6.1
5052021,04:02,6
5052021,04:03,5.9
5052021,04:04,5.8
5052021,04:05,5.7
5052021,04:06,5.6
5052021,04:07,5.5
5052021,04:08,5.4
5052021,04:09,5.3
5052021,04:10,5.2
5052021,04:11,5.1
5052021,04:12,5
5052021,04:13,4.9
5052021,04:14,4.8
5052021,04:15,4.7
5052021,04:16,4.6
5052021,04:17,4.5
5052021,04:18,4.4
5052021,04:19,4.3
5052021,04:20,4.2
5052021,04:21,4.1
5052021,04:22,4
5052021,04:23,3.9
5052021,04:24,3.8
5052021,04:25,3.7
5052021,04:26,3.6
5052021,04:27,3.5
5052021,04:28,3.4
5052021,04:29,3.3
5052021,04:30,3.2
5052021,04:31,3.1
5052021,04:32,3
5052021,04:33,2.9
5052021,04:34,2.8
5052021,04:35,2.7
5052021,04:36,2.6
5052021,04:37,2.5
5052021,04:38,2.4
5052021,04:39,2.3
5052021,04:40,2.2
5052021,04:41,2.1
5052021,04:42,2
5052021,04:43,1.9
5052021,04:44,1.8
5052021,04:45,1.7
5052021,04:46,1.6
5052021,04:47,1.5
5052021,04:48,1.4
5052021,04:49,1.3
5052021,04:50,1.2
5052021,04:51,1.1
5052021,04:52,1
5052021,04:53,1.1
5052021,04:54,1.2
5052021,04:55,1.3
5052021,04:56,1.4
5052021,04:57,1.5
5052021,04:58,1.6
5052021,04:59,1.7
5052021,05:00,1.8
5052021,05:01,1.9
5052021,05:02,2
5052021,05:03,2.1
5052021,05:04,2.2
5052021,05:05,2.3
5052021,05:06,2.4
5052021,05:07,2.5
5052021,05:08,2.6
5052021,05:09,2.7
5052021,05:10,2.8
5052021,05:11,2.9
5052021,05:12,3
5052021,05:13,3.1
5052021,05:14,3.2
5052021,05:15,3.3
5052021,05:16,3.4
5052021,05:17,3.5
5052021,05:18,3.6
5052021,05:19,3.7
5052021,05:20,3.8
5052021,05:21,3.9
5052021,05:22,4
5052021,05:23,4.1
5052021,05:24,4.2
5052021,05:25,4.3
5052021,05:26,4.4
5052021,05:27,4.5
5052021,05:28,4.6
5052021,05:29,4.7
5052021,05:30,4.8
5052021,05:31,4.9
5052021,05:32,5
5052021,05:33,5.1
5052021,05:34,5.2
5052021,05:35,5.3
5052021,05:36,5.4
5052021,05:37,5.3
5052021,05:38,5.2
5052021,05:39,5.1
5052021,05:40,5
5052021,05:41,4.9
5052021,05:42,4.8
5052021,05:43,4.7
5052021,05:44,4.6
5052021,05:45,4.5
5052021,05:46,4.4
5052021,05:47,4.3
5052021,05:48,4.2
5052021,05:49,4.1
5052021,05:50,4
5052021,05:51,3.9
5052021,05:52,3.8
5052021,05:53,3.7
5052021,05:54,3.6
5052021,05:55,3.5
5052021,05:56,3.4
5052021,05:57,3.3
5052021,05:58,3.2
5052021,05:59,3.1
5052021,06:00,3
5052021,06:01,2.9
5052021,06:02,2.8
5052021,06:03,2.7
5052021,06:04,2.6
5052021,06:05,2.5
5052021,06:06,2.4
5052021,06:07,2.3
5052021,06:08,2.2
5052021,06:09,2.1
5052021,06:10,2
5052021,06:11,1.9
5052021,06:12,1.8
5052021,06:13,1.7
5052021,06:14,1.6
5052021,06:15,1.5
5052021,06:16,1.4
5052021,06:17,1.3
5052021,06:18,1.2
5052021,06:19,1.1
5052021,06:20,1
5052021,06:21,0.9
5052021,06:22,0.8
5052021,06:23,0.7
5052021,06:24,0.8
5052021,06:25,0.9
5052021,06:26,1
5052021,06:27,1.1
5052021,06:28,1.2
5052021,06:29,1.3
5052021,06:30,1.4
5052021,06:31,1.5
5052021,06:32,1.6
5052021,06:33,1.7
5052021,06:34,1.8
5052021,06:35,1.9
5052021,06:36,2
5052021,06:37,2.1
5052021,06:38,2.2
5052021,06:39,2.3
5052021,06:40,2.4
5052021,06:41,2.5
5052021,06:42,2.6
5052021,06:43,2.7
5052021,06:44,2.8
5052021,06:45,2.9
5052021,06:46,3
5052021,06:47,3.1
5052021,06:48,3.2
5052021,06:49,3.3
5052021,06:50,3.4
5052021,06:51,3.5
5052021,06:52,3.6
5052021,06:53,3.7
5052021,06:54,3.8
